1	2
2	1
3	1
4	1
5	1
6	3
7	3
8	3
9	3
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	2
33	2
34	1
35	2
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	3
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	3
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	1
130	1
131	2
132	1
133	2
134	1
135	1
136	1
137	2
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	1
148	1
149	1
150	1
151	1
152	2
153	2
154	2
155	2
156	1
157	2
158	1
159	1
160	1
161	2
162	1
163	2
164	2
165	1
166	1
167	1
168	1
169	1
170	1
171	2
172	2
173	1
174	1
175	2
176	2
177	2
178	2
179	2
180	2
181	2
182	2
183	2
184	2
185	2
186	2
187	2
188	2
189	2
190	2
191	2
192	2
193	2
194	2
195	2
196	2
197	1
198	2
199	1
200	1
201	2
202	2
203	2
204	2
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	2
217	2
218	2
219	2
220	2
221	3
222	2
223	1
224	2
225	2
226	2
227	1
228	2
229	2
230	2
231	2
232	2
233	2
234	2
235	2
236	2
237	2
238	1
239	1
240	2
241	1
242	1
243	2
244	2
245	1
246	1
247	2
248	2
249	1
250	2
251	2
252	2
253	2
254	2
255	2
256	2
257	2
258	2
259	2
260	1
261	2
262	2
263	10
264	10
265	3
266	3
267	3
268	1
269	1
270	1
271	3
272	3
273	3
274	3
275	3
276	3
277	3
278	3
279	3
280	1
281	1
282	1
283	1
284	1
285	1
286	3
287	1
288	3
289	3
290	1
291	3
292	3
293	3
294	3
295	3
296	3
297	2
298	1
299	6
300	6
301	7
302	4
303	2
304	2
305	2
306	2
307	2
308	7
309	2
310	2
311	4
312	7
313	7
314	2
315	2
316	2
317	2
318	2
319	2
320	7
321	7
322	7
323	7
324	4
325	4
326	4
327	4
328	4
329	4
330	7
331	4
332	4
333	4
334	4
335	4
336	7
337	7
338	4
339	4
340	7
341	4
342	4
343	4
344	10
345	10
346	5
347	3
348	5
349	5
350	5
351	9
352	6
353	9
354	6
355	6
356	9
357	9
358	6
359	6
360	9
361	9
362	9
363	9
364	9
365	9
366	9
367	9
368	9
369	9
370	9
371	6
372	6
373	9
374	6
375	9
376	6
377	6
378	9
379	9
380	6
381	6
382	6
383	6
384	9
385	6
386	6
387	9
388	9
389	9
390	3
391	7
392	7
393	7
394	7
395	7
396	4
397	7
398	4
399	4
400	7
401	7
402	7
403	7
404	7
405	7
406	7
407	7
408	7
409	6
410	6
411	7
412	8
413	7
414	7
415	7
416	7
417	2
418	7
419	7
420	7
421	2
422	7
423	7
424	7
425	8
426	6
427	8
428	8
429	6
430	6
431	6
432	6
433	6
434	6
435	8
436	9
437	6
438	8
439	8
440	8
441	8
442	8
443	2
444	7
445	7
446	8
447	8
448	7
449	7
450	7
451	7
452	7
453	7
454	7
455	7
456	7
457	8
458	8
459	7
460	6
461	7
462	7
463	7
464	7
465	8
466	6
467	7
468	7
469	8
470	8
471	8
472	8
473	8
474	3
475	6
476	6
477	6
478	6
479	6
480	6
481	7
482	9
483	6
484	9
485	6
486	9
487	9
488	9
489	9
490	9
491	9
492	8
493	7
494	10
495	6
496	6
497	3
498	10
499	1
500	3
501	10
502	3
503	10
504	10
505	6
506	10
507	9
508	10
509	9
510	10
511	10
512	3
513	10
514	10
515	10
516	10
517	10
