1	-1
2	-1
3	-1
4	1
5	-1
6	-1
7	1
8	-1
9	-1
10	-1
11	-1
12	-1
13	-1
14	-1
15	-1
16	-1
17	-1
18	-1
19	-1
20	-1
21	-1
22	2
23	-1
24	-1
25	3
26	-1
27	-1
28	-1
29	-1
30	-1
31	-1
32	3
33	2
34	2
35	2
36	-1
37	-1
38	-1
39	-1
40	-1
41	-1
42	-1
43	-1
44	-1
45	-1
46	-1
47	-1
48	3
49	-1
50	-1
51	-1
52	2
53	-1
54	-1
55	-1
56	-1
57	-1
58	-1
59	-1
60	-1
61	-1
62	-1
63	-1
64	-1
65	-1
66	-1
67	-1
68	-1
69	-1
70	3
71	-1
72	-1
73	-1
74	3
75	3
76	3
77	-1
78	3
79	-1
80	-1
81	3
82	3
83	-1
84	-1
85	3
86	3
87	-1
88	3
89	3
90	-1
91	-1
92	3
93	3
94	3
95	3
96	3
97	3
98	3
99	-1
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	-1
108	-1
109	-1
110	3
111	3
112	-1
113	3
114	3
115	3
116	-1
117	3
118	-1
119	3
120	-1
121	-1
122	-1
123	-1
124	-1
125	-1
126	-1
127	-1
128	3
129	-1
130	-1
131	-1
132	-1
133	-1
134	2
135	3
136	3
137	3
138	3
139	-1
140	-1
141	3
142	-1
143	3
144	-1
145	3
146	2
147	-1
148	-1
149	-1
150	3
151	-1
152	-1
153	-1
154	-1
155	3
156	3
157	-1
158	-1
159	-1
160	3
161	-1
162	3
163	-1
164	3
165	-1
166	3
167	3
168	3
169	-1
170	-1
171	-1
172	3
173	-1
174	3
175	3
176	-1
177	-1
178	-1
179	-1
180	-1
181	-1
182	3
183	3
184	-1
185	3
186	3
187	-1
188	-1
189	-1
190	-1
191	-1
192	-1
193	3
194	3
195	-1
196	3
197	-1
198	3
199	-1
200	3
201	3
202	3
203	-1
204	-1
205	-1
206	-1
207	-1
208	3
209	3
210	-1
211	-1
212	-1
213	3
214	-1
215	-1
216	-1
217	-1
218	-1
219	-1
220	-1
221	-1
222	3
223	3
224	3
225	3
226	3
227	3
228	-1
229	-1
230	3
231	3
232	3
233	3
234	3
235	3
236	-1
237	3
238	-1
239	-1
240	3
241	-1
242	-1
243	-1
244	3
245	-1
246	3
247	-1
248	-1
249	-1
250	-1
251	-1
252	-1
253	-1
254	3
255	3
256	3
257	3
258	3
259	3
260	-1
261	-1
262	-1
263	-1
264	3
265	3
266	3
267	3
268	3
269	-1
270	3
271	3
272	-1
273	3
274	3
275	-1
276	-1
277	-1
278	3
279	3
280	-1
281	3
282	3
283	-1
284	-1
285	3
286	3
287	-1
288	3
289	3
290	-1
291	3
292	3
293	-1
294	-1
295	-1
296	-1
297	-1
298	3
299	-1
300	3
301	3
302	-1
303	-1
304	-1
305	-1
306	-1
307	-1
308	-1
309	3
310	3
311	-1
312	-1
313	-1
314	3
315	3
316	-1
317	3
318	3
319	-1
320	-1
321	3
322	3
323	3
324	3
325	3
326	-1
327	3
328	3
329	3
330	3
331	3
332	-1
333	-1
334	-1
335	-1
336	-1
337	-1
338	-1
339	-1
340	-1
341	3
342	3
343	-1
344	4
345	-1
346	4
347	1
348	-1
349	4
350	-1
351	-1
352	3
353	3
354	-1
355	-1
356	-1
357	-1
358	3
359	-1
360	-1
361	-1
362	-1
363	-1
364	-1
365	-1
366	1
367	-1
368	-1
369	3
370	-1
371	-1
372	4
373	-1
374	-1
375	-1
376	-1
377	-1
378	-1
379	-1
380	-1
381	-1
382	-1
383	-1
384	-1
385	-1
386	-1
